101133,upstart>,3
10115,command-line>scripts>,2
101169,sound>jack>motu>firewire>,1
101170,multiple-monitors>gnome-panel>nvidia>gnome-classic>,1
101179,gui>restart>,12
1012,system-installation>10.04>encryption>format>,5
101209,11.10>fan>cpu-load>,1
10121,11.04>login-screen>gnome>,3
101215,compiz>window-manager>,3
101217,ppa>software-sources>,1
101226,keyboard>shortcut-keys>key-binding>,11
101237,server>startup>uninstall>synaptic>,1
101242,upgrade>nautilus>,1
101282,language-support>,2
101294,virtualbox>windows-7>reboot>,3
101306,11.10>gtk>,9
101308,xorg>evdev>,2
101310,unity>,2
101315,11.10>wireless>dell>,1
101326,xfce>session>,1
101335,networking>dhcp>,1
101348,filesystem>fsck>,1
101350,samba>xubuntu>thunar>,5
101351,gtk>gtk3>,1
10136,unity>ubuntu-netbook>lenses>,1
101374,banshee>music>,1
101410,11.04>sound>headphones>speakers>,1
101411,ati>gpu>opencl>,3
101417,windows>wubi>shared-folders>,1
101421,xubuntu>xfce>dropbox>filemanager>,2
10143,gnome-terminal>,5
101467,grub2>,1
101477,ssh>mp3>mplayer>streaming>,1
101479,updates>release-management>,3
101506,users>www>,6
101512,connection>wireless>lan>,1
101526,image-processing>,5
101529,software-recommendation>,2
101534,package-management>,1
101565,11.04>jdk>,1
101575,gnome>,1
101587,command-line>,3
101591,python>,37
101606,unity>gnome>,4
10161,keyrings>,4
101624,11.10>mouse>touchpad>macbook>,1
101625,11.10>power-management>hibernate>macbook>,1
101629,windows>sharing>printing>,1
101632,11.10>wireless>dell>broadcom>,1
101636,unity>graphics>intel>,1
101637,usb>,9
101639,hardware>startup>login-screen>boot-failure>,2
101650,ubuntu-one>thunderbird>contacts>,2
101651,gnome>themes>appearance>gnome-tweak-tool>,2
101658,10.04>firefox>synaptic>,1
10167,updates>,1
101670,ssh>configuration>security>password>authentication>,8
101681,python>documentation>,2
101688,software-recommendation>images>media>metadata>,5
10171,unity>launcher>,1
101715,virtualbox>,11
101746,command-line>java>,10
101756,printing>directory>batch>,1
101759,ssh>freeze>ethernet>debugging>,1
101763,ppa>launchpad>deb>,2
10177,dns>,1
10178,10.10>mount>afs>,1
101788,10.04>updates>,1
101789,scripts>startup>background>gnu-screen>,1
101790,gnome>sound>firefox>gdm>,1
101799,kernel>mainline-kernel>,1
101801,10.04>networking>dhcp>ethernet>initramfs>,1
101802,package-management>postgresql>,1
101809,installation>package-management>,1
101811,11.10>gnome>multiple-monitors>wallpaper>,2
101818,partitioning>virtualbox>windows-7>hard-drive>usb-storage>,1
101822,package-management>,3
101838,libreoffice>,8
10185,themes>gtk>,1
101855,xorg>performance>system>,1
10186,gnu-screen>,1
101885,sound>video>,2
10189,multimedia>,1
101895,11.10>filesystem>,2
101906,gnome>gnome-tweak-tool>,2
101931,package-management>dpkg>aptitude>,20
101945,10.10>wireless>authentication>,1
101948,command-line>mplayer>vaapi>,1
101949,11.10>itunes>,1
10195,openoffice.org>software-recommendation>,1
101961,12.04>nvidia>live-usb>boot-failure>amd-processor>,1
101962,package-management>apt>dpkg>packaging>,2
101963,nautilus>filemanager>file-size>,1
101980,dual-boot>,1
1020,community>,1
102005,networking>,1
102045,partitioning>filesystem>,1
102046,home-directory>cache>,10
102080,networking>vps>,1
102085,11.10>radeon>onboard>,1
10209,mono>,6
102093,command-line>bash>alias>,23
102099,xdg>,10
102110,11.04>usb-drive>,1
102117,10.04>php>lamp>,3
102118,11.10>gnome>,2
102119,wine>microsoft-office>,2
10213,installation>backup>home-directory>users>,1
102130,virtualbox>serial-port>,1
102140,unity>boot>,2
102147,libunity>,1
102150,games>,1
102152,ldap>,2
102165,server>byobu>,1
10217,gui>gtk>eclipse>,1
102178,mbr>,1
102205,11.10>wireless>drivers>,1
10223,10.10>indicator>keyboard-layout>input-language>,3
102258,11.10>process>,1
102259,mount>ext4>truecrypt>,1
102267,monitor>system>system-monitor>system-info>,3
102271,encryption>,2
102278,itunes>ipad>,4
10228,unity>,62
102281,vlc>microphone>streaming>,2
102282,wireless>broadcom>,1
102294,multiple-monitors>kde>virtualdesktop>,1
102299,acpi>,1
10230,command-line>scripts>images>photography>,1
102302,software-recommendation>project-management>,4
10232,compiz>vnc>,6
102326,networking>wireless>,3
102332,11.10>sound>webex>,11
102344,keyboard-layout>lubuntu>,3
10237,10.10>flash>64-bit>,2
102391,package-management>compiling>deb>,2
102406,mount>,1
102434,suspend>,4
102440,color-management>,1
102450,virtualbox>,1
102458,format-conversion>epub>,4
102465,server>users>,3
102477,ati>graphics>fglrx>,1
102480,apt>package-management>,1
102492,11.10>kubuntu>vlc>,3
102508,11.10>hybrid-graphics>bumblebee>vdpau>,1
10252,gedit>gvim>utf-8>ascii>,1
102527,command-line>scripts>,3
102536,11.10>kiosk>,1
102538,wine>fonts>,1
102539,bittorrent>media>,1
102544,bash>,1
102555,proxy>https>transparent-proxy>,2
102562,ubuntu-one>android>,1
102591,boot>partitioning>grub2>mbr>,1
102595,lenses>gnote>,2
10260,10.10>,2
102606,xorg>nvidia-optimus>bumblebee>,1
102608,nautilus>ssh>,2
102616,compiz>workspaces>devilspie>gdevilspie>,2
102624,unity>gnome>desktop-environments>cinnamon>,1
102634,software-recommendation>photo-management>editing>,5
102638,tty>serial-port>,1
102640,screen>byobu>,1
102657,unity>shortcut-keys>,7
102675,software-recommendation>project-management>,5
102697,11.10>xorg>graphics>configuration>intel-graphics>,1
102698,juju>orchestra>,1
10271,ubuntu-one>debian>,5
102710,graphics>wine>,1
10272,11.04>network-manager>connman>,3
10273,hibernate>suspend>,2
102733,partitioning>gparted>,5
102738,sound>banshee>gstreamer>clementine>,1
102742,grub2>,1
102755,command-line>webcam>ffmpeg>,2
102761,10.04>nautilus>ssh>debian>,2
102768,bash>python>gconf>gnome-tweak-tool>,1
102785,nautilus>sort>,2
102799,11.10>drivers>graphics>ati>,1
1028,gnome>compiz>,1
102813,scripts>,1
102814,11.10>xbox-360>kinect>,1
102816,process-priority>,2
102846,gnome>keyboard>xmodmap>shortcut-keys>xmonad>,6
102849,apt>,1
10287,10.10>gnome-panel>,2
102874,server>ssh>juju>orchestra>,3
102875,10.10>mysql>,4
102882,installation>partitioning>windows-7>live-usb>,1
10290,boot>startup>performance>,14
102924,command-line>samba>smb>,3
102935,10.10>python>,1
10294,ssh>server>scripts>session>,7
102944,juju>orchestra>,1
102958,updates>kubuntu>update-manager>,2
102988,windows>external-hdd>,1
102995,printing>devices>,4
103005,11.10>installation>drivers>tv-tuner>,1
103015,shutdown>log>power-management>,7
103022,rhythmbox>plugins>streaming>upnp>,1
103023,docky>,1
103027,java>tomcat>,2
10304,wine>,1
103043,partitioning>swap>,5
103065,boot>external-hdd>,3
103069,virtualbox>windows-7>virtualization>shared-folders>,8
10308,10.04>kernel>,2
103082,windows>partitioning>hard-drive>,1
10311,10.10>upgrade>kernel>,1
103110,security>customization>users>,1
103111,duplicity>,2
103126,ati>radeon>hybrid-graphics>,1
103133,11.10>intel-graphics>lenovo>,1
103171,networking>network-manager>,5
103185,irc>ircd-hybrid>,3
103199,unity>,1
103200,shortcut-keys>,2
103220,keyboard>keyboard-layout>shortcut-keys>,2
103241,package-management>,1
103242,swap>,26
103246,unity>gui>themes>colors>,3
103249,brightness>backlight>,2
103253,ati>hp>radeon>hybrid-graphics>gpu>,3
103273,11.04>,1
103280,cpu>xubuntu>pae>,1
103284,rdp>,1
10331,gui>mercurial>version-control>,7
103312,shutdown>,1
103317,nvidia>display>,2
103320,package-management>pinning>,11
103321,login>remote-desktop>vnc>remote-access>rdp>,1
103345,wubi>,2
103348,11.10>makefile>,3
103352,keyboard>12.04>shortcut-keys>,5
103369,mount>zfs>,1
103374,gnome>window>focus>,1
103415,11.10>64-bit>java>jdk>,1
10342,browser>,5
103442,pulseaudio>dialog>,1
103456,xfce>,5
103457,installation>python>,1
103469,10.04>command-line>bash>python>,2
103510,installation>firefox>downgrade>beta>,1
103516,boot>grub2>resolution>,12
103520,11.10>gnome>re-installation>,1
103536,apt>kernel>,1
103555,intel-graphics>,1
103556,11.10>boot>updates>,1
10356,ubuntu-netbook>login>password>keychain>,1
103562,installation>partitioning>hard-drive>support>,1
103564,nvidia-optimus>external-monitor>bumblebee>,4
103594,bash>mime-type>,1
103606,11.10>suspend>,1
103616,gedit>,1
103623,wget>,15
103634,software-recommendation>broadband>,5
103639,filesystem>iphone>,1
103643,command-line>bash>permissions>sudo>,6
103655,bash>auto-completion>,5
103686,usb-drive>disk>disk-utility>,6
103689,installation>alternate>,1
103708,unity-dash>,3
103719,nautilus>dual-boot>,1
10373,malware>antivirus>,47
103738,permissions>,2
103739,juju>debootstrap>,1
103742,command-line>ls>,2
103755,software-recommendation>search>,3
103759,security>root>gksu>firestarter>rootkit>,1
103765,10.04>ltsp>,1
103766,xorg>keyboard>shortcut-keys>,2
103772,package-management>python>,2
103783,networking>,1
103794,11.10>internet>browser>,1
103800,11.10>shutdown>restart>logout>,1
103807,icons>lubuntu>customization>pcmanfm>,1
103810,networking>server>ssh>virtualbox>windows-7>,2
103831,virtualbox>guest-additions>,1
103834,dpkg>,8
103835,encryption>automount>ecryptfs>,4
103846,services>,3
103851,11.10>,1
103855,partitioning>dual-boot>hard-drive>hp>,2
103861,firefox>notify-osd>,1
103864,graphics>radeon>opengl>,2
103882,gnome>docky>openbox>dock>,1
103884,wallpaper>,1
103886,battery>,5
103889,11.10>ssh>upstart>,2
10389,git>bazaar>,2
103890,places>,9
103896,live-cd>,5
10390,sound>suspend>pulseaudio>rhythmbox>,3
103905,11.10>unity>nvidia>dell>lightdm>,1
103910,11.04>nfs>ufw>,5
103913,command-line>directory>ls>,5
103915,swap>,75
103921,11.10>nautilus>icons>,1
103928,command-line>xorg>scripts>xte>,1
103930,compiz>shortcut-keys>,2
103933,11.10>installation>grub2>windows-8>dual-boot>,3
103942,11.10>shutdown>lightdm>restart>,1
10395,security>launcher>,5
103965,cpu>,8
103969,startup>resolution>screen>,2
103995,development>packaging>,3
103996,gnome>,2
104003,live-cd>,2
10402,sound>music>software-recommendation>,6
104038,11.10>partitioning>wubi>,1
104039,network-manager>vpn>,1
104043,google-chrome>,1
104046,11.04>nautilus>webdav>,1
104056,display>power-management>macbook>12.04>powertop>,1
10406,development>application-development>quickly>vala>,1
104063,hard-drive>,3
104066,wireless>command-line>fglrx>data-recovery>,6
104068,encryption>encrypted-partition>truecrypt>,2
104075,development>community>,1
104083,window>,1
104094,software-installation>,37
10410,10.10>boot>grub2>windows-7>dual-boot>,3
104126,package-management>,3
104128,automation>,1
104138,vim>,3
104141,11.10>11.04>server>upgrade>,1
104155,command-line>window>,4
104160,apt>updates>,4
104162,brightness>backlight>,9
104169,11.04>server>,2
104193,11.10>brightness>colors>,1
104213,gnupg>signature>,3
104218,virtualbox>cinnamon>,2
104237,ruby>,1
104239,11.10>grub2>,1
104273,xubuntu>xfce>notification>,4
104287,package-management>debian>compatibility>,4
104304,11.10>unity>indicator>,1
104310,volume-control>,1
10432,gnuplot>,2
104323,proxy>,2
104326,server>firewall>ufw>,1
104345,11.10>networking>internet-connection>,1
10435,command-line>permissions>security>root>,4
104360,11.10>default>notes>,1
104363,partitioning>,1
104373,apt>repository>synaptic>8.10>,1
104386,initramfs>,2
1044,10.10>btrfs>,3
104400,ssh>traffic>,4
104415,google-chrome>cache>,3
10443,cd-drive>policykit>,1
104431,dell>multi-touch>,2
104432,boot>grub2>bootloader>,1
104440,virtualbox>,16
104448,11.10>fan>overheating>,1
104450,software-recommendation>nautilus>,1
104459,virtualbox>users>,5
104493,dpkg>,3
104494,software-recommendation>,1
104496,filesystem>,1
104504,usb>,2
10451,empathy>instant-messaging>protocol>,1
104510,canonical>,2
104514,python>pip>,4
10452,server>git>apache2>,3
104527,drivers>nvidia>,7
104542,password>security>encryption>directory>,28
104549,files>mac>data-recovery>hfs+>,1
10457,boot>bootloader>,1
10458,boot>customization>plymouth>,8
104588,kernel>usb-drive>usb-storage>sata>,2
104603,usb>usb-drive>clipboard>usb-storage>transfer>,1
10464,10.04>kernel>compiling>build>,1
10465,10.10>sound>hda-intel>,3
104652,ubuntu-one>,2
104659,11.10>ssh>,1
104661,11.10>synaptic>,1
104662,command-line>,1
104667,command-line>bash>directory>,1
104678,gnome-screensaver>,1
10468,hardware>,1
104695,server>command-line>software-sources>apt-mirror>,10
104706,ubuntu-one>sync>symbolic-link>fat32>,5
104710,10.04>networking>ifconfig>,1
10472,upgrade>kernel>package-management>,2
104723,firefox>flash>,3
104733,11.10>boot>services>autostart>,3
104739,internet>installed-programs>lsof>,1
104755,command-line>internet>download-speed>,54
104760,11.10>virtualbox>package-management>,1
104771,kernel>log>,6
104799,11.10>ati>fglrx>,1
10481,unity>appmenu>,40
104818,11.10>overlay-scrollbars>,2
104821,11.10>keyboard>keyboard-layout>,2
104824,iptables>port-forwarding>,1
104829,libreoffice>openoffice.org>presentation>,2
104831,folder>delete>file-format>,3
104843,11.10>modem-manager>,1
104844,command-line>gui>,3
104848,folder>,1
104851,users>adduser>,1
104857,11.10>nvidia>multiple-monitors>intel-graphics>bumblebee>,1
10487,10.10>,1
104871,11.10>wireless>,1
104899,apt>aptitude>,13
104903,process>users>kill>,19
104906,themes>cursor>,1
104918,networking>dns>dhcp>hostname>,3
104920,apt>package-management>repository>software-sources>,1
104949,apt>google-chrome>repository>,1
104950,apt>proxy>,1
104957,android>,3
104965,11.10>unity-dash>,1
104967,virtualbox>virtualization>,1
104976,gui>apache2>,1
104982,xubuntu>window-manager>acpi>,1
104988,backup>deja-dup>,1
1050,gnome>nautilus>filesystem>scripts>,2
105003,configuration>fonts>xfce>colors>,1
10502,hot-spot>,11
10503,boot>configuration>grub2>,9
105030,external-hdd>sync>,2
105040,11.10>password>,5
105048,log>mail-server>,1
105067,compatibility>instant-messaging>yahoo>,1
10508,boot>optimization>,7
105082,package-management>,1
105097,touchpad>mac>multi-touch>trackpad>macosx>,1
105102,ppa>chromium>,7
105122,install-from-source>,1
105146,unity>launcher>,1
105152,unity>launcher>libreoffice>,1
10519,compiz>virtualbox>virtualization>,3
105199,graphics>configuration>,1
105200,server>services>postgresql>,3
10521,command-line>,1
105217,network-manager>network-bridge>wireless-access-point>adhoc>hostapd>,7
105224,apt>keyboard>shortcuts>,1
10524,usb>usb-drive>authentication>,4
105241,window>,1
10525,sound>shortcut-keys>,11
105261,flash>,3
10531,empathy>instant-messaging>,1
105312,sound>,1
105322,10.04>server>boot>usb>,1
105327,11.10>battery>,2
105335,11.10>window-manager>macbook>trackpad>mouse-scroll>,1
105336,command-line>lubuntu>,2
105361,11.10>compiz>gnome>window-manager>cairo-dock>,1
105366,encryption>dns>,2
105377,notify-osd>,5
105391,networking>games>performance>,2
105398,server>sound>pulseaudio>jack>vps>,1
105400,unity>launcher>,6
10542,nvidia>dell>monitor>,1
10543,boot>permissions>dialog>,1
105461,screen>share>dlna>ps3>,1
105469,software-recommendation>,3
10547,command-line>,38
105471,unity>gtk>,5
105473,11.04>permissions>samba>,2
105490,wpa-supplicant>,1
105506,11.10>customization>vlc>,2
105514,package-management>postgresql>rails>rvm>kerberos>,1
105516,unity>kvm>3d>,1
105536,shutdown>network-monitoring>,4
105542,11.10>disk>fdisk>,1
105544,unicode>,1
105545,11.10>wireless>,2
105554,encryption>home-directory>,1
105558,shortcut-keys>,11
105561,11.10>gnome>,1
105566,software-recommendation>notification>notify-osd>,5
105569,empathy>,1
105582,multiple-monitors>nvidia-optimus>,5
105587,ppa>vlc>,9
105593,11.10>pulseaudio>,1
105602,unity>skype>notify-osd>messages>,1
105607,11.10>drivers>atheros>ethernet>,3
10561,system-installation>macbook-air>,4
105637,software-installation>ppa>libreoffice>,1
105638,programming>text-editor>,1
105651,installation>11.10>hp-pavilion>,1
105689,server>,8
1057,nautilus>,2
105702,11.10>rhythmbox>,1
10571,installation>grub2>dual-boot>usb-drive>,4
105791,kernel>,1
105793,filesystem>read-only>,2
10580,burning>,2
10583,indicator>,1
105846,icons>files>default>,1
105848,rsync>,1
105850,server>encryption>,4
105853,icons>thunderbird>notify-osd>,2
105857,boot>apt>updates>,5
10587,laptop>hardware-recommendation>touchscreen>,3
105889,unity>window-manager>,2
105891,installation>drivers>printing>canon>,3
10590,package-management>apt>aptitude>dpkg>,3
105948,security>online-accounts>,1
10595,10.04>networking>wireless>ubuntu-netbook>,1
105952,apache2>mysql>lamp>,1
105955,gui>tty>,1
105958,windows>ntfs>,3
105961,internet>proxy>,1
10597,unity>gnome-panel>indicator>applet>,5
105973,10.04>vlc>,1
105985,11.10>gnome>multiple-monitors>xrandr>,1
10601,samba>windows-7>gvfs>,4
106021,11.10>mythbuntu>,1
106030,banshee>mp3>codecs>,1
106031,kernel>updates>downgrade>,3
106039,command-line>,25
106044,apt>gnome>ppa>,1
106055,drivers>nvidia>resolution>uninstall>,2
106061,networking>routing>,1
106069,installation>software-center>backup>home-directory>,1
10607,software-recommendation>files>,14
106102,grub2>dual-boot>,1
106115,11.04>10.04>mount>encryption>usb-drive>,1
106129,ubuntu-one>sync>android>,1
106141,touchpad>,1
106144,email>mail>,3
106159,release-management>,6
106167,tar>archive>compression>file-size>,1
10617,pdf>convert>,4
10618,unity>compiz>emerald>,1
106183,repository>packaging>,2
106186,sound>alsa>,1
106187,11.10>thinkpad>cpu>power-management>adapter>,2
106189,11.10>mouse>touchpad>pointers>,1
106191,11.10>mount>users>,1
106203,apt>package-management>dpkg>aptitude>,1
10622,keyboard>shortcut-keys>,13
106224,sound>ati>,2
106239,gnome>screenshot>,2
106259,software-recommendation>subtitle>,5
106262,xubuntu>directory>xfce>thunar>,1
106273,android>ubuntu-for-android>,6
106274,gnome>color-management>,3
106289,installation>home-directory>mountpoint>,1
106290,11.04>networking>,4
106308,11.10>networking>ltsp>,1
106332,sudo>,2
106348,shotwell>,1
10635,openoffice.org>database>sqlite>,1
106351,command-line>bash>process>console>,51
106367,drivers>,1
106374,11.10>laptop>touchpad>mouse-scroll>hp-pavilion>,1
106384,11.10>wireless>acer>atheros>aspire>,1
1064,wubi>,1
10640,command-line>,1
106402,gnome>wallpaper>,2
106413,live-cd>,1
106426,11.10>webcam>,1
106428,lightdm>,8
106435,ssh>remote>,1
10644,10.10>permissions>users>limit>,1
106441,remote-access>vino>,2
106467,unity>gnome>software-recommendation>nautilus>git>,3
106474,installation>dual-boot>,1
106486,python>,1
106489,password>encryption>,3
106501,video>conversion>ffmpeg>,1
106519,ubuntu-one>windows-7>sync>folder>,1
106521,unity>launcher>icons>,5
106527,partitioning>,4
106528,unity>command-line>customization>,1
106536,compiz>mouse>window-manager>,1
10655,10.10>mouse>touchpad>dell-mini-10>,1
106558,networking>windows>samba>,2
106563,java>,1
106568,wireless>xubuntu>toshiba-satellite>,1
106587,unity>workspaces>,2
10659,boot>windows-7>grub2>dual-boot>,3
1066,repository>,1
106619,ssh>encryption>home-directory>encfs>,1
106632,mp3>ogg-vorbis>replaygain>,3
106647,11.10>modem>usb-modem>,1
106666,command-line>batch>,5
106683,graphics>xorg>multiple-monitors>xrandr>hardware-recommendation>,1
106686,11.10>nvidia>3d>,1
106691,partitioning>,2
106692,mencoder>,1
106695,11.04>software-recommendation>security>,1
106701,11.04>firefox>,1
106708,software-recommendation>weather>,1
106735,trademark>,1
106745,wireless>,2
106750,unity>lenses>scopes>,1
106756,11.10>lenses>,1
106770,command-line>webcam>,8
106778,fan>cpu>vaio>,1
106818,source>,5
10682,unity>chromium>,1
10683,network-manager>11.04>connman>indicator>,1
106846,installation>grub2>external-hdd>,1
106854,apt>dpkg>,1
106856,empathy>gwibber>gmail>,1
106864,server>uninstall>,1
106878,sound>,1
106887,11.10>laptop>battery>jupiter>,1
106894,services>,2
106899,firefox>google-chrome>suspend-resume>ram>memory-leak>,3
1069,security>,21
10690,windows>partitioning>dual-boot>bootloader>,5
106913,firefox>fonts>,2
106916,indicator>,3
106926,music>music-player>editing>lyrics>,2
106933,nvidia>xorg>resolution>monitor>,3
106934,upgrade>memory>,1
106941,upstart>,2
106943,software-recommendation>backup>data-recovery>restore>,1
106963,server>virtualbox>dns>dnsmasq>,1
106982,users>passwd-file>,2
107008,11.10>compiling>gcc>make>,4
107009,login>command-line>byobu>,1
107012,command-line>password>pdf>,1
107013,unity>window>resize>colors>,3
10703,10.10>multiple-monitors>,1
107061,bash>,1
107062,proprietary>ubuntu-font-family>license>,1
107071,11.04>package-management>cleanup>,2
107074,11.10>network-manager>12.04>,2
107085,11.10>xrandr>,2
107101,users>,1
107120,11.10>kubuntu>libreoffice>,1
107144,installation>raid>data-recovery>,1
10716,nvidia>login-screen>graphics>,3
107169,11.10>wireless>laptop>ralink>msi>,1
107173,ssh>bazaar>,4
107177,apt>repository>gnupg>,12
10718,application-development>development>motu>,1
107192,11.10>64-bit>android>eclipse>,4
107193,installation>uefi>,1
107198,libreoffice>shortcuts>,1
107208,networking>windows>file-sharing>,14
107210,permissions>apache2>lamp>,1
107228,virtualization>kvm>qemu>,9
107230,multiarch>,50
107237,adobe>,3
107239,vnc>remote-access>,1
107248,java>,1
107261,10.04>ssh>,1
107262,11.10>unity-dash>vlc>gpu>,1
107276,suspend>lubuntu>xfce>scripts>,2
107277,sound>xubuntu>pulseaudio>xfce>,2
107278,java>openjdk>jdk>jre>,12
107289,windows-7>wubi>hard-drive>thinkpad>,1
107316,software-recommendation>pulseaudio>android>,3
107317,unity>lenses>scopes>,4
107379,apt>android>eclipse>,7
107389,eclipse>,1
107406,11.10>usb>,1
10741,networking>wireless>routing>,8
107410,encryption>users>,11
107444,command-line>software-recommendation>gnome-terminal>,1
107449,update-manager>updates>,1
107456,kernel>cpu-load>proc>uptime>,6
107470,wubi>hard-drive>disk>ram>,1
107475,11.10>nvidia>graphics>,1
107481,software-recommendation>gnome>looking-glass>,2
107486,grub2>12.04>,3
107538,windows>dual-boot>ubiquity>,21
107560,xubuntu>users>,1
107563,10.04>server>,1
107583,unity>multiple-monitors>,23
107584,shotwell>,1
10759,email>calendar>pim>,2
107595,drivers>ati>lenovo>,2
107599,partitioning>mount>filesystem>,1
1076,ubiquity>,2
107612,partitioning>,1
107615,11.10>wubi>encryption>ntfs>,1
107616,11.10>files>,1
107656,12.04>cd-image>,1
107665,java>memory>ram>,3
107699,shutdown>,1
107701,unity-dash>menu>lenses>,9
107721,java>performance>,1
107726,screencast>,198
107729,gnome>,3
107742,nvidia>graphics>intel-graphics>nvidia-optimus>,8
107754,gnome>virtualbox>interface>,1
107760,open-source>ubuntu-for-android>,1
10779,wine>games>software-installation>,4
107824,11.10>boot>nvidia>grub2>plymouth>,1
107838,startup>command-line>init.d>,1
10786,11.04>,1
107873,themes>netbeans>,4
107887,radeon>ati>,1
107915,command-line>software-installation>downloads>,6
107922,11.04>adduser>,1
107934,11.10>command-line>directory>,4
107951,unity>compiz>window>,4
107969,bash>scripts>,4
107985,11.10>package-management>updates>dependencies>,1
108,launchpad>bug-reporting>,2
108006,usb>,3
108023,video-editor>clock>,1
108028,11.10>sound>pulseaudio>alsa>headset>,1
108034,11.10>unity>directory>macosx>colors>,1
108035,indicator>python>application-development>,11
10804,filesystem>permissions>,1
108040,11.04>samba>,4
108043,music>convert>,2
108060,launcher>system-settings>,6
108065,brightness>thinkpad>acpi>,1
1081,10.04>encryption>home-directory>,6
108117,macosx>,2
10813,hardware>users>ntfs>,1
108135,lubuntu>tmpfs>,3
