38988,nvidia-optimus>minecraft>
94792,unity-dash>applications-lens>
39101,12.04>server>samba>
106495,server>
92802,networking>
109471,unity>12.10>taskbar>autohide>
52599,software-recommendation>pdf>
14325,apache2>localhost>routing>hosts>
47206,wine>
56577,software-recommendation>dvd>
75704,empathy>messaging-menu>
101634,installation>raid>lvm>alternate>
41823,12.04>partitioning>usb-drive>ntfs>fstab>
26614,command-line>batch>
2979,apt>ppa>
104480,12.04>virtualbox>
\N,gnome>12.10>rhythmbox>podcast>
26614,tty>serial-port>
449,mount>raid>
109095,partitioning>lvm>
100868,android>smartphone>ubuntu-for-android>
8500,12.04>hard-drive>fsck>
109396,laptop>toshiba>
3940,sound>
3940,sound>pulseaudio>volume-control>
109095,wget>batch>
33639,fonts>window>titlebar>ubuntu-font-family>
104761,upgrade>filesystem>
109580,gnome>
31938,gnome>virtualbox>gnome-classic>
2355,partitioning>lvm>mdadm>disk-management>
31938,12.10>icons>
19421,wireless>
\N,pure-ftpd>
109618,pulseaudio>
70270,external-hdd>btrfs>
35775,nvidia>bumblebee>
64732,files>
39372,updates>dist-upgrade>
91470,vi>
7411,users>privacy>
109661,gnome>gnome-panel>places>
70270,12.04>init.d>
109484,firefox>gedit>url>.desktop>
27968,installation>unity>uninstall>gui>
8973,password>keepass>
1067,login-screen>shutdown>
109575,installation>programming>c++>testing>
3940,ssh>vpn>vnc>x11-forwarding>vinagre>
89801,nvidia>launcher>
1067,ssh>
77050,command-line>bash>find>regex>
109648,tools>
33598,gnome-terminal>bashrc>
109716,kernel>virtualbox>compiling>additional-drivers>
108264,12.04>gwibber>
65926,12.10>wine>64-bit>dependencies>
7146,video>vlc>totem>
68484,12.04>11.10>unity>gnome>themes>
55822,software-recommendation>indicator>
87590,virtualbox>window-manager>
109462,command-line>
\N,12.10>suspend>
109753,12.04>fan>
103730,apparmor>
449,application-development>gedit>vim>quickly>gvim>
109511,virtualbox>
44391,12.04>wireless>server>minecraft>
41,juju>postgresql>
96292,grub2>12.10>encryption>dual-boot>crunchbang>
\N,apparmor>
27968,wireless>12.10>
8500,temperature>fancontrol>
3940,installation>python>repository>synaptic>
82196,command-line>postgresql>
9072,mount>hard-drive>raid>
109786,edubuntu>active-directory>likewise>
1067,command-line>cpu-load>
235,unity>
20054,12.04>networking>file-sharing>
\N,installation>apt>
4124,sound>
70270,12.04>networking>ftp>
44179,boot>12.10>dual-boot>wubi>installation>
95393,boot>usb-drive>
8500,12.04>
8500,ntfs>lvm>resize>
333,gnome>themes>gnome-terminal>colors>
235,software-center>motu>
2345,pdf>
114,sudo>alias>
6969,virtualbox>apt>bandwidth>cache>
13191,command-line>text-mode>
68484,cron>
3940,package-management>repository>
84845,remote-desktop>vnc>lxde>remote-access>remote-x-session>
15811,12.10>eclipse>browser>
49542,12.04>unity>launcher>
9953,application-development>python>printing>gtk>
11015,mp3>ogg-vorbis>replaygain>
109938,drivers>printing>
17299,software-recommendation>applet>translation>
77050,lubuntu>google-chrome>chromium>apparmor>
19421,12.10>screenshot>system-tray>
45659,12.10>firefox>plugins>
\N,drivers>nvidia>12.10>alienware>
\N,command-line>files>
103826,gnome-terminal>
39372,clipboard>
44179,gui>window-manager>
68484,ubuntu-netbook>
6055,10.10>package-management>gimp>
\N,12.04>wireless>hp>hp-pavilion>
114,shortcut-keys>suspend>
67346,unity>12.10>lenses>
8698,windows>filesystem>xbmc>
108602,12.04>networking>ssh>
77050,ssh>
100200,unity>development>nux>
91455,networking>iptables>ufw>port-forwarding>
95393,firefox>gmail>google>google-talk>google-chat>
77050,iso>
73328,fan>temperature>
26614,suspend>hibernate>
77050,log>logging>
77050,dd>clone>
67724,12.10>dual-boot>macbook>bootcamp>
9405,12.10>
108850,12.10>software-center>software-sources>
30589,command-line>
31938,boot>mount>fstab>
455,package-management>apt>updates>dpkg>update-manager>
110006,drivers>12.10>atheros>cross-compilation>
108850,icons>
110018,globalmenu>komodo-edit>
26614,server>cpu-load>
21591,iptables>
21591,vpn>
26614,tty>
63482,networking>12.10>empathy>connection>google-talk>
21591,command-line>software-recommendation>translation>
44179,mouse>
\N,sound>wine>volume-control>foobar2000>
55128,12.04>skype>
132,hardware>windows>networking>
109620,drivers>printing>canon>
132,software-recommendation>nautilus>svn>rabbitvcs>
132,firefox>google-chrome>pdf>plugins>ghostscript>
106802,laptop>nvidia-optimus>temperature>
50737,command-line>locale>
866,ati>multiple-monitors>
110068,mount>dvd>cd>iso>
79463,hardware>memory>
132,dell>fan>sensors>
103730,software-recommendation>blackberry>
110078,bluetooth>
110086,vaio>overheating>
19490,rhythmbox>
110010,upstart>init.d>nginx>mongodb>
94669,programming>
110095,usb>android>tablet>mtp>
94669,apache2>mysql>php>phpmyadmin>
34576,10.04>upgrade>update-manager>9.10>
104679,ssh>
14356,jdk>oracle>
27968,text-processing>
43951,ubuntu-for-android>
48451,lubuntu>lts>
15811,indicator>lubuntu>power-management>gnome-power-manager>location>
53752,chromium>pdf>plugins>
20837,application-development>python>quickly>glade>
103730,indicator>qt>ide>
13398,command-line>
162,firefox>
88802,12.04>64-bit>skype>
39372,application-development>python>quickly>
108850,icons>unity-2d>
68186,12.10>intel>
43920,12.04>installation>skype>dependencies>
109159,apache2>iptables>tomcat>solr>
47206,wine>lubuntu>menu>
15811,search>find>locate>
71981,google-chrome>usb-drive>viruses>
1158,flash>
108850,unity>themes>icons>
87329,12.04>vim>
449,services>upstart>
30589,bash>ffmpeg>
101383,firefox>fonts>facebook>
\N,installation>12.10>printing>canon>
2369,apt>kernel>updates>synaptic>aptitude>
20054,permissions>transmission>
38610,uefi>bios>
109852,uninstall>
2369,12.04>window>process>
1067,ram-usage>disk-usage>
68181,unity>gnome>command-line>upgrade>
110268,12.04>intel-graphics>resolution>hdmi>dvi>
\N,compiling>gimp>
76271,lubuntu>
5218,10.04>package-management>uninstall>
37036,vim>
77050,vim>
106802,partitioning>data-recovery>
6952,nautilus>
98096,python>cuda>
6537,12.04>c++>opengl>
54298,archive>extract>unlock>
110292,12.04>ffmpeg>
61821,partitioning>encryption>gparted>lvm>
77050,dns>
63216,ibus>
6232,virtualbox>headless>
1067,command-line>drivers>
65646,installation>release-management>
110309,multiarch>
65646,12.04>nautilus>
36661,kubuntu>filesystem>ppa>btrfs>
65646,scripts>environment-variables>
98175,12.10>indicator>weather>
83442,partitioning>xubuntu>system-installation>data-recovery>lvm>
21657,ubuntu-touch>nexus-7>
17041,indicator>gnome-classic>
945,apt>package-management>
110350,11.10>themes>geany>
26625,nvidia>
1879,command-line>lock-screen>lock>tmux>
34576,12.10>3g>broadband>usb-modeswitch>
95109,12.04>11.04>upgrade>update-manager>disk>
861,intel-graphics>
14356,12.04>source-code>alternate>debian-installer>
15058,12.04>64-bit>printing>ppa>canon>
132,performance>
12824,dual-boot>encryption>shared-folders>
25798,software-installation>google-chrome>
8851,10.10>nautilus>mount>hp>card-reader>
25454,imap>sendmail>
108850,12.10>disk>floppy>
89213,12.04>dhcpd>
110397,rhythmbox>mp3>cd-ripping>
132,shortcut-keys>synapse>
33833,updates>package-management>
110316,installation>12.10>dual-boot>live-usb>windows-8>
37700,grub2>bootloader>burg>
77050,12.04>server>permissions>
16913,installation>dependencies>crossover>
92095,server>dyndns>
8973,ubuntu-one>indicator>notify-osd>messaging-menu>
16913,12.10>sound>music>
110316,firefox>flash>google-chrome>video-streaming>download-manager>
10540,ethernet>dhcp>network-bridge>router>
109969,wireless>drivers>atheros>
5374,10.10>ubuntu-one>evolution>contacts>couchdb>
36459,server>virtualbox>guest-additions>
77050,10.04>bash>executable>shared-library>
77050,password>
104480,ssh>downloads>ftp>nfs>remote>
65646,uninstall>tomcat>
110157,12.04>video>multiple-monitors>dualhead>
38610,12.10>dual-boot>uefi>windows-8>
8137,nvidia>xorg>intel>multiseat>
14356,usb>keyboard>mouse>usb-drive>
47206,lubuntu>directory>shortcuts>lxde>
\N,software-recommendation>thunderbird>email>
65646,10.04>
65646,12.10>
19366,12.10>themes>
109620,installation>12.10>
46744,permissions>apache2>webserver>xampp>
4770,server>configuration>network-manager>networking>
65646,12.04>drivers>intel>gnome-classic>lock-screen>
77050,installation>games>
89213,12.04>mysql>php>development>lamp>
1859,wireless>configuration>network-manager>interface>
53951,hardware>webcam>
720,ubuntu-one>version-control>
65646,command-line>12.10>gnome-terminal>
20837,networking>application-development>python>quickly>shared-folders>
110566,flash>vlc>youtube>mplayer>
110566,lubuntu>encryption>swap>
15811,format>
90986,dual-boot>apache2>www>
110589,12.04>gnome>conky>cairo-dock>
93125,ppa>repository>
93125,unity>cairo-dock>
7035,software-recommendation>libreoffice>openoffice.org>office>
50737,upgrade>themes>
8910,10.10>64-bit>flash>google-chrome>crossover-office>
27968,gnome>themes>gtk>ambiance>gtk-2>
4,password>kwallet>
70219,3g>card-reader>
15811,server>dpkg>mysql>
87436,microsoft-office>
742,10.10>network-manager>
2399,upgrade>screensaver>
15811,12.04>anacron>
6564,sound>games>oss-sound-system>
71800,lubuntu>desktop-environments>
60427,bash>
77050,command-line>bashrc>
2664,10.10>ubuntu-one>tomboy>
77050,ubuntu-touch>tablet>nexus-7>
77050,nvidia>
109522,battery>
6564,shortcut-keys>games>
27968,wireless>12.10>dell>inspiron>
77050,unity>server>12.10>reboot>
110623,windows>nautilus>
7077,boot>9.10>dmesg>
79885,apt>
70270,encryption>gnome-keyring>
235,juju>
77050,server>login-screen>
9157,language>internationalization>spell-checking>language-support>
235,community>
77050,12.04>server>ssd>postfix>tmpfs>
77050,server>kernel>virtualization>metapackages>
77050,server>raid>mdadm>
77050,server>iptables>
49542,12.04>versions>kazam>
1992,10.10>configuration>compiz>
77050,installation>server>raid>
49542,command-line>
1067,package-management>deb>
87436,installation>partitioning>mount>ssd>drive>
71057,cpu>fan>temperature>cpuinfo>
104480,12.04>12.10>upgrade>
27968,12.04>dual-boot>partitioning>live-usb>
65646,usb>
80808,ssh>scp>
80808,12.04>installation>package-management>fortran>
108850,ppa>dependencies>launchpad>pygi>
110813,video>lubuntu>libreoffice>
27968,pdf>
1951,filesystem>mount>
25165,12.10>xorg>display>x11>vga>
1951,network-manager>
42592,libreoffice>
77050,cpu-load>memory-usage>image-processing>
87436,12.04>drivers>ati>radeon>
47206,dictionary>
8500,package-management>
83572,gnome>gnome-panel>gconf>dconf>
104679,empathy>kde-telepathy>
75704,application-development>python>gtk3>
1992,sound>
107590,nvidia>12.10>xubuntu>resolution>reset>
108850,upgrade>apt>updates>firefox>
23225,apache2>ipv6>
104223,command-line>suspend>automatic>prevent>
109543,xorg>gnome-panel>
101438,12.10>package-management>deb>source>subtitle>
27968,thunderbird>settings>default>mplayer>
20856,usb>arduino>
104480,dual-boot>ntfs>automount>
101438,gnome>
108850,internet>search>google>
19421,installation>wireless>drivers>mac>
7035,command-line>software-recommendation>files>filemanager>ncurses>
54298,command-line>apt>updates>
110566,webapps>
53661,cuda>
61545,scripts>
110950,networking>
4203,boot>partitioning>mount>
73,installation>
73,lubuntu>search>users>
1158,sudo>user-management>
55872,command-line>emacs>
8500,boot>drivers>12.10>updates>
8500,playonlinux>
11932,search>guake>
97543,ati>64-bit>
211,10.04>resolution>monitor>xrandr>
38988,upgrade>reboot>
2337,hardware>monitoring>sensors>
54296,dual-boot>partitioning>
38988,home-directory>
97786,12.04>login>home-directory>
97786,12.04>12.10>system>versions>
29483,java>eclipse>development>javascript>
47206,firefox>libreoffice>search>google>
111018,12.04>eclipse>jdk>oracle>
75395,11.10>keyboard-layout>keepass>
69659,unity>gui>
43920,screen>brightness>effects>
6861,filesystem>
181622,users>landscape>
629,notify-osd>indicator-sound>
\N,google-chrome>
15811,wireless>
70219,11.10>nvidia>external-hdd>cuda>
1951,bash>command-line>
110747,12.10>
38510,gnome>xubuntu>
110886,gnome>shortcut-keys>gnome-classic>
6564,shortcut-keys>multiple-monitors>window-manager>
7056,12.10>games>radeon>fglrx>
132,software-recommendation>burning>
\N,10.10>firefox>flash>32-bit>youtube>
50737,12.10>nautilus>mount>filesystem>cd-drive>
37700,boot>grub2>partitioning>grubrescue>fsck>
132,cpu>gnu-r>
\N,software-recommendation>video>workspaces>
1067,filesystem>encryption>
\N,command-line>xmodmap>awesome>
2355,filesystem>files>
2355,filesystem>files>
75704,unity>workspaces>
26283,software-center>application-development>development>
107533,software-center>deb>
7056,home-directory>mint>migration>
\N,apache2>virtual>
111111,apt>ssh>
\N,empathy>irc>
19305,apt>package-management>
79885,bash>gnome-terminal>environment>
\N,search>command-line>thunar>thunar-custom-actions>searchmonkey>
34576,wireless>12.10>internet>usb-modeswitch>
813,upstart>
449,compiling>
43951,12.10>fglrx>
2405,installation>flash>ubiquity>
108850,media>ogg-opus>
\N,ubuntu-one>
54256,apache2>
36459,windows-7>virtualbox>webserver>
30266,gnome>window-manager>window>
42467,upstart>
110964,boot>usb>
46,installation>wireless>flash>ubiquity>proprietary>
34576,command-line>dropbox>
38763,gnome-classic>
449,packaging>dependencies>
449,multiple-monitors>games>
104679,partitioning>
45659,command-line>proxy>environment-variables>
129,license>permissions>gpl>
130,package-management>metapackages>
29277,nvidia>12.10>proprietary>
111026,networking>
97808,software-installation>
47206,lubuntu>startup>startup-applications>lxsession>
98059,installation>package-management>
68484,mysql>
114,empathy>
2973,application-development>python>indicator>
19421,command-line>
108850,command-line>
9202,10.10>firefox>freeze>plugins>
68186,package-management>
103730,usb>keyboard>mouse>
36459,11.10>mouse>
103730,unity>12.10>window>
103730,android>task-management>
41640,unity>indicator>webapps>
41640,12.04>apt>proxy>
108850,xubuntu>lubuntu>brightness>
50737,sensors>lm-sensors>
\N,command-line>
15811,command-line>12.10>
7035,compiz>
111179,12.10>skype>webcam>microphone>
111392,kde>vim>rekonq>
16913,12.10>
19421,wireless>networking>12.10>configuration>atheros>
44179,keyboard-layout>microsoft-keyboard>
16913,repository>medibuntu>
9061,development>gtk>qt>application-development>
104514,12.10>lubuntu>ethernet>
53910,upgrade>kernel>kubuntu>kdm>
1068,software-recommendation>internet-radio>
111208,ubuntu-touch>nexus-7>
27773,unity>shortcut-keys>unity-dash>
110623,wireless>drivers>12.10>
1992,unity>xfce>
1992,grub2>
47291,drivers>ati>
9224,system-installation>ubiquity>
111222,conversion>png>
54256,dpkg>
107590,distro-recommendation>
108850,themes>fonts>xubuntu>
506,server>upgrade>10.04>8.10>
54296,12.04>unity>customization>
1068,10.04>modem>
456,icons>launcher>
64732,sudo>
456,10.10>10.04>kernel>acpi>
29308,12.04>mongodb>
111512,12.04>apparmor>bind>
35775,installation>wine>apple>playonlinux>itunes>
111026,12.10>partitioning>live-usb>gparted>
111511,boot>upgrade>kubuntu>
289,networking>dns>
109613,login-screen>sleep>resume>
5768,rails>sqlite>
88802,apt>package-management>versions>
94391,hard-drive>raid>
1697,internet>
111199,gnome-classic>mate>
88802,updates>canonical>amazon-ec2>
33871,java>
7056,server>memory>landscape>
88802,software-installation>
88802,12.04>nautilus>
8844,configuration>remote-desktop>
88802,tools>regex>
73938,11.10>thunderbird>email>
2373,unity>window-manager>unity-2d>
16913,virtualbox>virtualization>
5768,seahorse>
38510,unity>xfce>
30589,command-line>ssh>
27968,boot>windows>
27968,mount>xubuntu>palm>jpilot>
15811,12.10>
42591,unity>
945,keyrings>
26614,usb>format>
945,find>
77447,12.04>virtualbox>mysql>remote-access>
21338,12.10>sublime-text>
52448,login>lightdm>login-screen>
20496,java>appmenu>
62483,unity>gnome>
111640,gnome>spotify>media-buttons>
109543,firefox>java>opera>jre>firefox-extensions>
109620,system-installation>fluxbox>
98096,apt>official-repositories>scripts>
68186,dual-boot>windows>
104223,software-installation>
42591,media>encoding>video-conversion>ogg-vorbis>
6586,live-cd>custom-distributions>
111656,12.04>banshee>android>playlists>
8500,10.04>kernel>ssd>trim>
103730,command-line>bash>files>executable>
103730,disk-usage>mythbuntu>
7035,12.04>empathy>remote-desktop>
7035,12.04>screen-corruption>
111671,gnome-terminal>gui>
38494,login>freeze>
49542,files>
111500,networking>gateway>
9202,sound>skype>networking>
111693,virtualbox>
11120,memory>memory-usage>
7146,networking>windows>samba>
108354,facebook>
27968,12.10>apt>kernel>updates>
2992,10.10>command-line>grub2>
81617,login>xubuntu>legal>
111038,sd-card>card-reader>
81617,11.10>unity-2d>shortcuts>
45837,12.04>firefox>password>
88802,apt>software-installation>
91470,boot>
6861,usb-drive>format>disk-management>
37700,video-player>music-player>media>
88802,command-line>manpage>
111621,12.04>installation>dual-boot>windows>
6861,permissions>
32290,installation>apt>package-management>sudo>dependencies>
111742,kubuntu>kile>
37700,grub2>live-cd>
111753,12.10>partitioning>hard-drive>external-hdd>file-format>
43951,upgrade>bumblebee>
46646,live-usb>
132,kubuntu>intel-graphics>
12846,12.10>android>sd-card>
100426,12.04>ssh>shutdown>reboot>restart>
111776,ip>openvz>
111306,apt>updates>
19421,wireless>12.10>network-manager>broadcom>
103730,mount>fstab>unmount>fuse>
95393,drivers>nvidia>launcher>
9108,windows-7>samba>folder>file-sharing>shared>
109543,printing>workgroup>
106593,themes>icons>
\N,command-line>rename>batch-rename>
132,ffmpeg>audio-sync>
37577,launcher>
64389,shortcut-keys>gedit>
2355,package-management>
50737,12.10>password>keyrings>
29097,xubuntu>xfce-panel>
92210,windows>nautilus>
106697,encryption>
47291,games>lxde>
132,10.10>gnome>dbus>
93741,android>music>rhythmbox>mp3>mp3-tag>
110038,12.04>sound>dell>intel>
87590,unity>lightdm>unity-greeter>
1158,package-management>ppa>launchpad>development>
6713,configuration>bash>
54296,myunity>
54296,grub2>12.10>
2670,10.04>nautilus>search>
111914,command-line>window-manager>
18612,updates>patch>
506,gnome-terminal>
103721,keyboard-layout>key>
74749,11.10>12.10>usb-modem>huawei>
103599,xubuntu>google-chrome>
945,bash>ssh>
\N,12.10>wine>winetricks>
70270,12.04>
38610,uefi>windows-8>
9061,environment-variables>makefile>.profile>
38988,kubuntu>gimp>image-processing>
8500,filesystem>security>ext4>
2369,boot>init>init.d>
81372,multiple-monitors>
111995,wireless>12.10>macbook-air>
35775,wireless>drivers>12.10>nvidia>asus>
108850,unity>compiz>workspaces>gconf>
39372,libraries>c++>
110950,server>12.10>software-recommendation>administration>
96292,mount>kubuntu>icons>shortcuts>mountpoint>
235,ubuntu-netbook>unity>
72097,12.10>live-usb>uefi>windows-8>
103730,gnome>security>extension>gnome-shell-extension>
106764,filesystem>terminator>realtime>
112032,community>
112032,installation>dual-boot>windows-7>gpt>
8500,partitioning>hard-drive>ssd>symbolic-link>
111642,compiz>alt>
3940,12.10>sound>
2405,ubuntu-one>ipad>
98096,networking>firewall>
98096,scripts>init.d>tomcat>
9028,iphone>ipod>ios>
235,unity>
98096,apache2>
112005,12.04>suspend>
65646,partitioning>
108850,shortcut-keys>shortcuts>thunar>
37700,grub2>bootloader>os-prober>
37700,boot>grub2>customization>
50737,apt>dpkg>c++>g++>eclipse-cdt>
41387,server>virtualbox-networking>
41387,12.04>12.10>update-manager>
19421,networking>
\N,mouse>window-management>xubuntu>
41387,server>12.10>32-bit>
65646,downgrade>shared-folders>shared-library>13.04>
108850,nautilus>java>
13398,bash>ssh>
85510,apt>software-center>64-bit>xubuntu>32-bit>
448,application-development>programming>c#>
456,11.04>partitioning>installation>
65646,unity>gnome>
112129,12.10>mouse>gui>input-devices>
26625,installation>kernel>
112024,12.10>icons>
52448,installation>update-manager>install-from-source>
112147,ext4>ext3>defrag>
106495,networking>
64389,unity-dash>applications-lens>
19421,12.10>wireless>hp-pavilion>
48451,12.04>unity>xfce>xubuntu>
48451,live-usb>ntfs>
112169,12.10>bluetooth>
111720,intel-graphics>brightness>acpi>backlight>
2355,apt>software-center>ppa>
41387,installation>unity-dash>
112035,unity-dash>search>google>
4435,partitioning>ext4>ntfs>ext3>jfs>
41499,compiling>fglrx>patch>mainline-kernel>
662,unity>xfce>notification>desktop-environments>
103730,nvidia>upgrade>ati>graphics>radeon>
\N,12.04>upgrade>lubuntu>thunar>tabs>
42467,networking>upstart>xdg>events>
\N,12.04>server>scripts>shutdown>cron>
46883,nautilus>
109994,12.04>
132,12.04>nautilus>places>
68181,12.04>windows-7>file-sharing>
2369,12.10>indicator>session>
2369,application-development>python>indicator>
42367,12.04>64-bit>indicator-sound>audacious>
46312,12.04>notification>
112254,software-installation>
31396,wine>symbolic-link>
112257,12.10>multi-touch>synaptics>
112226,windows>libreoffice>office>
29206,drivers>
12435,services>upstart>sysv>
108850,libreoffice>
12435,shortcut-keys>xubuntu>xfce>volume-control>
2405,install-from-source>pkg-config>
6664,10.10>sound>pulseaudio>indicator-sound>
38988,grub2>kernel>
14564,12.04>data-recovery>delete>guest-session>
112211,command-line>bash>alias>
41387,ssh>hard-drive>dd>
49444,12.10>apache2>ftp>wordpress>
9280,fonts>java>jdk>
9953,command-line>application-development>quickly>
49542,networking>network-manager>vpn>
9016,bash>zenity>
211,launcher>application-development>python>.desktop>
30266,video>webcam>skype>headset>
42467,proxy>curl>socks5>
51483,12.04>vim>vi>
8844,package-management>configuration-management>
7808,package-management>versions>bind>
106495,networking>12.10>performance>
15809,task-management>
19421,12.04>upgrade>
12870,ati>radeon>inspiron>
83068,apt>repository>debian>localrepository>
59255,gnome>nautilus>appmenu>
59255,nautilus>
59255,permissions>webcam>
4860,12.10>spotify>
77438,unity>java>gui>eclipse>gtk3>
8453,thunderbird>
\N,libreoffice>
99229,12.10>partitioning>windows-7>
104223,12.04>server>rm>
68186,12.04>installation>memory-usage>
352,nautilus>
109543,themes>gnome-classic>
3940,virtualbox>
29569,server>dns>resolv.conf>
103730,12.10>nvidia>xorg>lenovo>thinkpad>
9016,boot>filesystem>8.10>
112480,ubuntu-one>directory>
41387,dual-boot>windows>paths>alias>
93977,dual-boot>partitioning>windows>mint>
20054,firefox>search>
235,playonlinux>
112506,drivers>nvidia>graphics>
\N,repository>add-apt-repository>
103730,server>mysql>aws>
29595,webapps>
54256,installation>usb-drive>iso>
1992,customization>notify-osd>libnotify>
27968,printing>duplex-printing>
44179,windows-7>wubi>hibernate>
114,startup>login>dropbox>
667,10.10>firefox>64-bit>
46312,12.10>lubuntu>lxpanel>
14564,12.04>installation>live-usb>
49542,webserver>cache>
7035,10.10>11.04>versions>
70270,installation>server>jdk>
8036,kernel>11.04>
3940,sound>streaming>devices>icecast>
70786,command-line>scripts>games>vim>gvim>
112581,installation>server>grub2>vmware>vm>
112580,keyboard>xmodmap>xmonad>key-binding>
18969,12.04>sublime-text>
866,gnome>nautilus>icons>
3940,configuration>pulseaudio>
107994,dbus>avahi>daap>
10540,mysql>port-forwarding>
88802,pdf>
114,notification>notify-osd>shutter>
95393,intel-graphics>hardware-acceleration>
37240,12.10>java>oracle>
235,package-management>motu>
111858,12.10>nvidia>updates>resolution>screen>
8500,command-line>scripts>security>sudo>users>
88802,12.04>11.10>unity>launcher>update-manager>
49542,11.10>usb>package-management>dpkg>
7035,minecraft>openjdk>
27968,11.10>unity>unity-dash>key>
570,gnome>files>gconf>configuration-management>dconf>
112670,12.10>qt3>
59378,multimedia>ffmpeg>
59255,nautilus>icons>templates>
15811,ppa>packaging>
7035,server>minecraft>
65646,12.04>installation>partitioning>gpt>
47437,gcc>cross-compilation>raspberrypi>
88802,12.10>
15811,partitioning>
27968,sound>configuration>pulseaudio>
455,10.04>package-management>updates>
101215,installation>dual-boot>acer>aspire-one>
112179,12.10>lubuntu>smplayer>
59428,unity>eclipse>gtk3>
76271,drivers>ati>graphics>xorg>compiling>
14564,12.04>command-line>games>fullscreen>
31366,command-line>process>
112554,keyboard>tty>
112426,pulseaudio>alsa>
49542,12.04>updates>
93977,12.10>dual-boot>windows-7>bootloader>uefi>
114,screenshot>
35775,wireless>disconnect>
47620,sound>headphones>
77594,unity>kubuntu>themes>uninstall>
3940,directory>search>regex>
9061,10.10>openoffice.org>libreoffice>
211,networking>virtualbox>
41499,wine>itunes>
54187,12.04>software-recommendation>
3940,nautilus>
9317,10.04>partitioning>mount>raid>lvm>
32290,packaging>debian>policy>
251,software-recommendation>
9317,server>openvpn>
47206,12.04>lubuntu>google-chrome>
66743,nautilus>
